"","loan_amount","interest_rate","term","grade","state","annual_income","homeownership","debt_to_income"
"4485",14800,10.91,60,"B","AZ",42000,"MORTGAGE",28.54
"4486",12000,25.82,60,"E","MD",106000,"MORTGAGE",8.23
"4487",16000,18.45,60,"D","MN",77000,"MORTGAGE",15.88
"4488",24000,11.98,60,"B","VA",115000,"RENT",17.33
"4489",4500,7.97,36,"A","FL",70000,"RENT",22.33
"4490",6000,13.59,36,"C","VA",64000,"OWN",26.98
"4491",20000,10.42,36,"B","IL",42000,"RENT",19.83
"4492",10600,9.44,36,"B","VA",90000,"RENT",15.84
"4493",10000,6.08,36,"A","MI",78000,"MORTGAGE",5.88
"4494",7000,14.07,36,"C","NC",52000,"OWN",8.33
"4495",3000,13.58,36,"C","NY",54000,"RENT",25.44
"4496",18000,7.97,36,"A","VA",82000,"RENT",13.65
"4497",10000,21.85,60,"D","OR",40000,"MORTGAGE",3.27
"4498",35000,29.69,36,"F","CA",150000,"OWN",11.62
"4499",25000,7.34,36,"A","WI",130000,"MORTGAGE",31.18
"4500",12000,7.97,36,"A","CA",89179,"MORTGAGE",35.8
"4501",30000,7.35,60,"A","TX",138000,"MORTGAGE",5.87
"4502",15000,5.32,36,"A","NY",2e+05,"MORTGAGE",9.95
"4503",30000,17.47,60,"D","NY",110000,"OWN",14.1
"4504",10000,7.34,36,"A","IL",70000,"OWN",11.85
"4505",20000,12.61,36,"C","TX",95000,"RENT",23.14
"4506",28200,26.3,60,"E","NJ",2e+05,"RENT",22.26
"4507",25000,9.92,60,"B","TX",120000,"MORTGAGE",33.73
"4508",7000,7.96,36,"A","GA",32000,"MORTGAGE",1.28
"4509",18000,16.01,60,"C","NJ",32000,"OWN",35.75
"4510",19500,16.01,36,"C","CA",70000,"MORTGAGE",18.46
"4511",35000,16.01,36,"C","AL",64000,"MORTGAGE",20.91
"4512",15000,12.62,60,"C","NJ",61000,"MORTGAGE",9.33
"4513",15000,26.3,60,"E","NY",33000,"RENT",15.67
"4514",3000,6.72,36,"A","CA",82000,"RENT",25.13
"4515",5000,11.99,36,"B","TX",82000,"MORTGAGE",36.67
"4516",21600,18.45,60,"D","WY",25000,"OWN",21.84
"4517",3000,7.97,36,"A","MA",54000,"MORTGAGE",14.24
"4518",10000,12.61,60,"C","FL",26000,"RENT",11.22
"4519",20000,7.97,36,"A","PA",56000,"MORTGAGE",25.78
"4520",20000,7.34,36,"A","TX",1e+05,"MORTGAGE",32.32
"4521",18000,11.99,36,"B","NM",58746,"OWN",0.63
"4522",7500,13.59,36,"C","LA",59000,"RENT",1.02
"4523",20000,16.01,36,"C","NH",250000,"MORTGAGE",9.61
"4524",6500,5.32,36,"A","CO",58000,"RENT",27.91
"4525",16000,5.32,36,"A","SC",133000,"MORTGAGE",11.96
"4526",7000,5.31,36,"A","FL",44500,"MORTGAGE",19.69
"4527",31275,13.59,60,"C","FL",36400,"RENT",37.75
"4528",17800,6.07,36,"A","NY",140000,"OWN",6.58
"4529",12000,5.32,36,"A","NV",94000,"MORTGAGE",19.11
"4530",15000,25.82,60,"E","FL",23000,"RENT",19.47
"4531",32000,12.62,36,"C","NY",68450,"RENT",8.24
"4532",25000,12.62,60,"C","NY",66000,"RENT",6.53
"4533",14000,6.08,36,"A","MA",25000,"OWN",25.78
"4534",8500,15.05,36,"C","OH",120000,"MORTGAGE",25.29
"4535",13000,19.42,60,"D","TN",26592,"RENT",17.51
"4536",25000,18.06,60,"D","FL",65000,"MORTGAGE",19.63
"4537",7000,9.92,36,"B","NY",58000,"RENT",8.36
"4538",16000,12.62,60,"C","GA",235000,"RENT",8.09
"4539",3000,7.35,36,"A","NY",165000,"MORTGAGE",15.4
"4540",9600,10.9,36,"B","SC",35000,"MORTGAGE",8.78
"4541",12000,6.71,36,"A","FL",60000,"RENT",21.28
"4542",20000,19.03,36,"D","AZ",36000,"RENT",17.5
"4543",12000,11.99,60,"B","OH",25000,"MORTGAGE",20.02
"4544",14500,7.96,36,"A","NY",42000,"RENT",15.23
"4545",5000,16.01,36,"C","UT",62000,"OWN",26.52
"4546",6025,7.34,36,"A","MA",43492.8,"RENT",6.18
"4547",24000,10.41,36,"B","IL",70000,"RENT",23.29
"4548",25000,21.85,60,"D","MS",80000,"MORTGAGE",30.11
"4549",9600,7.35,36,"A","VA",62000,"RENT",19.38
"4550",25500,10.9,36,"B","CA",143559,"MORTGAGE",4.98
"4551",15000,10.41,36,"B","WI",55000,"MORTGAGE",15.69
"4552",10000,11.98,36,"B","TN",48000,"RENT",17.95
"4553",40000,11.98,60,"B","AZ",72000,"MORTGAGE",44.9
"4554",6500,6.72,36,"A","WI",23000,"MORTGAGE",15.08
"4555",12000,5.31,36,"A","CA",145000,"RENT",17.25
"4556",20000,12.61,60,"C","AZ",84000,"RENT",6.11
"4557",18000,7.35,36,"A","TX",44900,"MORTGAGE",3.05
"4558",21000,7.96,36,"A","WV",90000,"OWN",12.33
"4559",30000,14.08,60,"C","NY",150000,"RENT",10.49
"4560",10000,9.93,60,"B","MS",30000,"MORTGAGE",0
"4561",18500,9.44,36,"B","IL",22000,"MORTGAGE",68.3
"4562",20000,16.02,60,"C","TX",55000,"RENT",34.43
"4563",12000,9.93,60,"B","CA",52000,"RENT",13.96
"4564",12000,9.92,36,"B","NJ",45000,"RENT",13.33
"4565",3500,19.03,36,"D","FL",29000,"RENT",27.61
"4566",8000,9.93,36,"B","FL",40000,"OWN",16.13
"4567",25000,16.02,60,"C","MI",80000,"RENT",23.73
"4568",13500,9.93,36,"B","WI",46000,"RENT",26.22
"4569",15000,10.42,36,"B","SC",40000,"RENT",16.23
"4570",8400,10.91,36,"B","IL",90000,"RENT",11.13
"4571",11000,9.92,60,"B","WI",80000,"MORTGAGE",29.21
"4572",20000,9.93,36,"B","NY",66000,"OWN",19.31
"4573",8400,9.44,36,"B","NY",80000,"RENT",11.3
"4574",10000,15.05,36,"C","KY",35000,"MORTGAGE",18.96
"4575",21000,17.09,36,"D","IL",60000,"OWN",32.2
"4576",4000,6.72,36,"A","CA",70000,"MORTGAGE",16.48
"4577",12000,6.72,36,"A","TX",110000,"MORTGAGE",30.63
"4578",27025,21.85,60,"D","FL",79000,"MORTGAGE",18.36
"4579",5000,16.01,36,"C","IL",65000,"MORTGAGE",24
"4580",10000,7.96,36,"A","TX",22772.25,"OWN",18.92
"4581",2400,12.62,36,"C","CA",26000,"RENT",21.05
"4582",30000,19.03,60,"D","NC",112798,"OWN",32.46
"4583",15000,12.61,60,"C","MD",88141,"MORTGAGE",14.31
"4584",2400,10.9,36,"B","MO",76000,"MORTGAGE",17.09
"4585",25475,15.04,36,"C","NY",51000,"RENT",16.35
"4586",10000,15.05,36,"C","FL",56000,"RENT",18.12
"4587",32000,14.08,36,"C","CT",85000,"MORTGAGE",48.06
"4588",20000,9.93,60,"B","ID",28000,"MORTGAGE",9.22
"4589",40000,6.71,36,"A","TX",1e+05,"MORTGAGE",10.07
"4590",11000,13.59,36,"C","AZ",29300,"RENT",54.81
"4591",12000,13.59,36,"C","CT",50000,"MORTGAGE",14.07
"4592",20000,12.61,60,"C","KY",80000,"RENT",17.64
"4593",10000,16.02,60,"C","OH",38248,"MORTGAGE",12.39
"4594",35000,17.09,36,"D","VA",150000,"RENT",4.9
"4595",5600,10.9,36,"B","CT",50000,"RENT",31.47
"4596",19175,6.71,36,"A","CA",55200,"RENT",27.61
"4597",40000,15.05,60,"C","AZ",87400,"MORTGAGE",32.05
"4598",14000,21.45,60,"D","KY",55000,"MORTGAGE",11.3
"4599",40000,7.35,60,"A","NY",185000,"MORTGAGE",8.09
"4600",32000,6.71,36,"A","NY",93000,"RENT",17.57
"4601",15000,12.61,60,"C","OH",41000,"RENT",4.98
"4602",6000,6.72,36,"A","WI",48000,"RENT",17.25
"4603",40000,16.02,60,"C","MO",71000,"MORTGAGE",22.33
"4604",20000,11.99,60,"B","WI",80000,"RENT",21.05
"4605",14000,7.96,36,"A","NY",80000,"RENT",11.57
"4606",1500,10.42,36,"B","CA",34000,"MORTGAGE",3.42
"4607",5600,9.43,36,"B","IN",55000,"MORTGAGE",20.55
"4608",9500,7.35,36,"A","CA",29881.32,"RENT",31.45
"4609",9600,7.97,36,"A","NJ",60000,"RENT",13.05
"4610",25000,6.07,36,"A","NC",165000,"MORTGAGE",20.15
"4611",16000,13.59,60,"C","FL",31000,"RENT",32.29
"4612",10000,10.42,60,"B","VA",43640,"MORTGAGE",12.65
"4613",8000,6.72,36,"A","CO",102000,"MORTGAGE",14.06
"4614",8000,17.09,36,"D","CA",65000,"RENT",21.66
"4615",16000,14.08,60,"C","PA",37000,"MORTGAGE",23.65
"4616",6000,6.71,36,"A","PA",1e+05,"MORTGAGE",24.65
"4617",20000,7.34,36,"A","WA",78000,"MORTGAGE",32.11
"4618",4300,6.07,36,"A","AZ",85208.71,"MORTGAGE",5.67
"4619",12000,24.85,60,"E","WA",155000,"MORTGAGE",20.69
"4620",40000,16.01,60,"C","PA",175000,"MORTGAGE",11.99
"4621",16000,14.08,60,"C","CA",55000,"MORTGAGE",23.91
"4622",12000,9.43,36,"B","FL",75000,"RENT",20.38
"4623",35000,29.69,60,"F","TX",2e+05,"MORTGAGE",8.85
"4624",8275,21.45,36,"D","CT",72000,"MORTGAGE",28.3
"4625",10000,6.72,36,"A","AR",55000,"RENT",17.43
"4626",25000,11.99,60,"B","TX",165000,"MORTGAGE",23.2
"4627",15000,13.59,60,"C","CA",70000,"MORTGAGE",11.96
"4628",12000,6.72,36,"A","IN",142000,"MORTGAGE",26.04
"4629",10000,16.02,60,"C","SC",62000,"OWN",10.36
"4630",15000,15.05,36,"C","FL",52000,"RENT",13.43
"4631",4000,15.05,36,"C","MI",14000,"OWN",58.23
"4632",8000,11.99,36,"B","CA",75000,"OWN",35.2
"4633",20575,7.96,36,"A","FL",62000,"RENT",15.33
"4634",11000,15.04,60,"C","MD",87000,"MORTGAGE",15.17
"4635",36000,9.93,36,"B","SC",105000,"MORTGAGE",21.68
"4636",19300,16.02,36,"C","FL",145000,"MORTGAGE",32.99
"4637",10000,5.31,36,"A","OR",50000,"RENT",5.42
"4638",20000,10.91,36,"B","TX",90000,"RENT",12.86
"4639",20000,9.93,36,"B","NY",45782,"MORTGAGE",27.03
"4640",8000,10.91,36,"B","CA",150000,"MORTGAGE",15.45
"4641",8900,9.92,36,"B","CA",24000,"RENT",9.4
"4642",10000,5.31,36,"A","AZ",140000,"MORTGAGE",23.31
"4643",10000,19.42,60,"D","CT",40000,"RENT",14.93
"4644",19200,19.03,60,"D","WA",79000,"MORTGAGE",17.35
"4645",18000,5.31,36,"A","NY",206000,"MORTGAGE",5.43
"4646",1600,11.99,36,"B","TX",28000,"OWN",32.88
"4647",5000,9.92,36,"B","FL",90000,"MORTGAGE",8.8
"4648",4000,16.02,36,"C","FL",50000,"MORTGAGE",7.49
"4649",25000,11.99,36,"B","NY",42000,"RENT",21.86
"4650",16000,21.85,60,"D","CA",70000,"RENT",22.82
"4651",10000,20.39,36,"D","TX",86000,"MORTGAGE",14.34
"4652",1800,10.41,36,"B","NC",37500,"RENT",24.48
"4653",15000,10.91,36,"B","PA",65000,"RENT",16.12
"4654",35000,20,60,"D","FL",50000,"MORTGAGE",4.56
"4655",18000,10.91,36,"B","NY",65000,"RENT",24.97
"4656",10000,14.08,60,"C","CA",1e+05,"MORTGAGE",15.72
"4657",2500,10.42,36,"B","IL",72000,"RENT",16.7
"4658",35000,7.97,36,"A","CA",320000,"MORTGAGE",3.69
"4659",30000,5.31,36,"A","WV",75312,"MORTGAGE",6.92
"4660",40000,23.87,36,"E","NV",170000,"RENT",18.14
"4661",3150,7.97,36,"A","IN",60100,"MORTGAGE",20.51
"4662",7650,9.44,36,"B","CO",35000,"MORTGAGE",14.09
"4663",12000,15.05,60,"C","NM",60000,"MORTGAGE",31.66
"4664",31500,18.45,60,"D","TX",182000,"MORTGAGE",15.42
"4665",6600,10.91,36,"B","WI",50000,"MORTGAGE",25.97
"4666",20000,6.07,36,"A","TX",60000,"MORTGAGE",14.54
"4667",8000,9.93,36,"B","NY",47800,"MORTGAGE",34.18
"4668",16000,10.9,60,"B","NJ",110000,"MORTGAGE",7.8
"4669",12000,16.01,36,"C","CA",42655.99,"RENT",11.62
"4670",10000,13.59,60,"C","WA",30000,"RENT",26.16
"4671",18000,6.71,36,"A","IL",78000,"MORTGAGE",15.54
"4672",15000,9.93,36,"B","WI",42000,"RENT",27.97
"4673",1800,12.62,36,"C","TX",77000,"RENT",15.4
"4674",4500,9.43,36,"B","IN",13728,"RENT",14.16
"4675",12000,9.93,36,"B","MA",65000,"RENT",21.15
"4676",11000,12.61,36,"C","CO",55000,"MORTGAGE",19.73
"4677",20000,11.98,36,"B","KY",51600,"MORTGAGE",19.93
"4678",2100,7.34,36,"A","IL",45000,"MORTGAGE",0.67
"4679",27200,9.43,36,"B","HI",80400,"MORTGAGE",6.71
"4680",35000,16.02,36,"C","IL",156000,"RENT",20.25
"4681",5600,13.59,36,"C","FL",45000,"RENT",39.05
"4682",15000,16.02,36,"C","NJ",40000,"RENT",28.22
"4683",30000,10.42,36,"B","TX",95000,"RENT",17.68
"4684",10000,6.07,36,"A","TX",109000,"OWN",19.43
"4685",14400,15.04,36,"C","CA",37000,"RENT",13.17
"4686",15000,12.62,60,"C","PA",107000,"RENT",10.98
"4687",5000,13.58,36,"C","MT",33477,"RENT",35.68
"4688",12000,10.41,60,"B","FL",65000,"MORTGAGE",20.33
"4689",12000,10.9,36,"B","CA",91000,"MORTGAGE",12.67
"4690",2500,11.99,36,"B","NY",12696,"RENT",2.36
"4691",30000,21.45,60,"D","CA",40000,"OWN",3.31
"4692",24000,11.99,60,"B","NY",135000,"RENT",21.78
"4693",7500,12.62,36,"C","PA",73000,"OWN",25.4
"4694",6025,10.41,36,"B","MA",70000,"RENT",12.62
"4695",6000,10.91,36,"B","TN",25500,"OWN",10.24
"4696",6000,12.62,36,"C","OH",30000,"RENT",26.24
"4697",8000,9.93,36,"B","NJ",40000,"RENT",24.66
"4698",4700,19.03,36,"D","MD",40000,"RENT",11.4
"4699",36000,6.72,36,"A","CO",120000,"MORTGAGE",16.81
"4700",3100,7.35,36,"A","GA",69996,"MORTGAGE",11.34
"4701",20000,6.72,36,"A","IL",78000,"MORTGAGE",15.09
"4702",20000,5.31,36,"A","TX",85000,"RENT",13.44
"4703",12000,10.42,36,"B","FL",74000,"MORTGAGE",28.17
"4704",10000,9.44,36,"B","AL",50000,"MORTGAGE",3.53
"4705",24000,20,60,"D","VA",152000,"RENT",9.72
"4706",8000,7.35,36,"A","NY",82500,"RENT",26.58
"4707",5600,5.31,36,"A","FL",50000,"MORTGAGE",19.61
"4708",15000,6.71,36,"A","TN",33250,"RENT",24.66
"4709",13000,13.59,36,"C","NC",65000,"MORTGAGE",13.96
"4710",16000,11.98,60,"B","MO",68000,"MORTGAGE",21.43
"4711",24000,13.59,60,"C","GA",145000,"MORTGAGE",22.28
"4712",15000,17.47,36,"D","SC",74000,"MORTGAGE",29.44
"4713",40000,6.71,36,"A","CA",160000,"RENT",13.32
"4714",1500,9.43,36,"B","ID",83819.67,"MORTGAGE",19.42
"4715",6000,14.08,36,"C","FL",58000,"RENT",17.96
"4716",6500,6.07,36,"A","NC",68000,"OWN",19.56
"4717",35000,17.47,60,"D","CA",160000,"RENT",6.59
"4718",5000,6.72,36,"A","FL",55000,"MORTGAGE",31.02
"4719",16300,12.62,36,"C","NY",195000,"MORTGAGE",6.67
"4720",35000,9.93,60,"B","MS",168000,"OWN",11.32
"4721",20000,16.01,36,"C","CA",26000,"RENT",3.46
"4722",9600,9.93,36,"B","RI",58800,"RENT",16.71
"4723",4000,15.04,36,"C","NY",65918,"RENT",16.54
"4724",10000,6.72,36,"A","TN",70000,"MORTGAGE",14.06
"4725",35000,11.99,36,"B","DC",125000,"RENT",22.99
"4726",40000,9.93,60,"B","MN",113213.25,"MORTGAGE",12.96
"4727",4000,13.58,36,"C","SC",50000,"MORTGAGE",11.02
"4728",7925,11.99,36,"B","TX",190000,"MORTGAGE",28.54
"4729",8000,18.45,36,"D","VA",76800,"RENT",5.25
"4730",9000,6.72,36,"A","NV",75000,"MORTGAGE",22.98
"4731",12000,16.02,36,"C","CA",60000,"RENT",26.32
"4732",6000,5.31,36,"A","MA",166000,"RENT",9.83
"4733",11000,7.34,36,"A","CA",60000,"RENT",20.1
"4734",3600,6.72,36,"A","MD",80000,"RENT",13.51
"4735",25000,15.05,36,"C","FL",66150,"MORTGAGE",35.06
"4736",12000,25.82,60,"E","CA",160000,"RENT",9.26
"4737",10000,26.3,60,"E","FL",13200,"RENT",34.55
"4738",15000,7.35,36,"A","LA",31000,"MORTGAGE",19.47
"4739",24000,9.93,60,"B","CA",3e+05,"MORTGAGE",14.61
"4740",24000,5.32,36,"A","OK",125000,"MORTGAGE",21.17
"4741",26000,7.34,36,"A","OK",62000,"MORTGAGE",58.27
"4742",18000,13.59,36,"C","CA",74000,"RENT",21.29
"4743",40000,7.96,60,"A","KS",100500,"MORTGAGE",20.68
"4744",12000,16.01,36,"C","TX",57000,"MORTGAGE",16.48
"4745",10000,14.08,36,"C","NY",38000,"RENT",34.59
"4746",18000,11.99,60,"B","WA",85000,"MORTGAGE",16.24
"4747",30000,15.05,36,"C","CO",82416,"MORTGAGE",19.06
"4748",12000,9.93,36,"B","UT",82000,"RENT",14.25
"4749",32000,9.93,36,"B","TX",160000,"RENT",21.92
"4750",40000,12.61,60,"C","CA",130000,"OWN",4.94
"4751",3000,15.05,36,"C","IL",38000,"OWN",15.13
"4752",6000,11.99,36,"B","NY",80000,"RENT",5.81
"4753",15000,11.98,36,"B","MI",162000,"MORTGAGE",22.72
"4754",15000,13.59,60,"C","GA",42614,"OWN",52.75
"4755",15000,17.47,36,"D","MD",73000,"RENT",5.52
"4756",10300,20,36,"D","OH",12816,"OWN",16.29
"4757",30000,13.59,60,"C","CA",62000,"RENT",29.87
"4758",21925,10.91,36,"B","NY",152000,"RENT",15.95
"4759",40000,10.91,36,"B","VA",140000,"RENT",9.01
"4760",10000,7.35,36,"A","TX",77000,"MORTGAGE",19.95
"4761",10000,13.58,60,"C","KS",45000,"RENT",4.64
"4762",8000,19.03,36,"D","MA",50000,"RENT",31.28
"4763",18000,6.71,36,"A","MA",68000,"RENT",29.03
"4764",21000,9.93,60,"B","WA",75000,"MORTGAGE",12
"4765",18000,14.07,36,"C","NJ",70000,"RENT",21.79
"4766",10000,17.09,36,"D","MD",70000,"MORTGAGE",21.41
"4767",15000,10.91,36,"B","AR",51000,"MORTGAGE",19.32
"4768",22400,17.09,36,"D","MO",25000,"OWN",23.24
"4769",20000,6.08,36,"A","CA",120000,"RENT",14.24
"4770",5000,10.91,36,"B","SC",58000,"MORTGAGE",3.72
"4771",10000,24.85,60,"E","NY",80000,"RENT",9.81
"4772",5000,15.05,36,"C","NC",35000,"RENT",15.5
"4773",3000,6.08,36,"A","VA",68000,"MORTGAGE",32.51
"4774",12000,12.61,60,"C","CA",160000,"RENT",6.69
"4775",20800,6.72,36,"A","NY",46000,"RENT",7.8
"4776",10000,9.44,36,"B","OH",50000,"MORTGAGE",25.71
"4777",20000,6.71,36,"A","NC",70000,"RENT",22.35
"4778",37000,10.42,60,"B","SC",95000,"MORTGAGE",18.47
"4779",6000,6.72,36,"A","IN",144000,"RENT",5.57
"4780",10000,9.93,36,"B","NY",30000,"OWN",29.52
"4781",20000,6.72,36,"A","MD",312221,"MORTGAGE",19.29
"4782",18000,9.44,60,"B","TX",110000,"MORTGAGE",17.98
"4783",10000,13.59,36,"C","NY",1e+05,"MORTGAGE",19.34
"4784",25000,12.61,60,"C","LA",50000,"MORTGAGE",18.1
"4785",5000,21.45,36,"D","KY",35000,"RENT",1.71
"4786",6000,9.43,36,"B","VA",80000,"MORTGAGE",5.81
"4787",8400,6.71,36,"A","NY",25000,"RENT",0
"4788",23000,9.92,60,"B","NY",85000,"MORTGAGE",7.92
"4789",3025,19.42,36,"D","GA",64655,"MORTGAGE",14.16
"4790",25000,14.08,36,"C","MA",75000,"RENT",15.58
"4791",25000,20,60,"D","KY",32000,"RENT",19.39
"4792",5000,9.93,36,"B","MI",60000,"RENT",10.96
"4793",20000,7.35,36,"A","TX",1e+05,"OWN",16.54
"4794",35000,18.06,36,"D","MD",103000,"MORTGAGE",17.35
"4795",15000,14.08,60,"C","VA",56000,"OWN",17.55
"4796",6000,13.59,36,"C","CT",52000,"MORTGAGE",28.25
"4797",19000,7.96,36,"A","TX",3e+05,"MORTGAGE",13.03
"4798",40000,5.31,36,"A","OH",140000,"MORTGAGE",15.02
"4799",10000,10.41,36,"B","UT",24000,"RENT",17.65
"4800",40000,9.44,60,"B","MD",116365,"MORTGAGE",12.6
"4801",18000,13.58,60,"C","PA",45000,"MORTGAGE",17.89
"4802",6500,23.88,36,"E","PA",16848,"OWN",29.7
"4803",6000,13.59,36,"C","GA",25000,"RENT",8.69
"4804",12000,6.71,36,"A","MD",56912,"RENT",17.36
"4805",13000,12.62,60,"C","NJ",135000,"MORTGAGE",4.18
"4806",10000,9.44,36,"B","CA",54000,"MORTGAGE",20.51
"4807",35000,15.05,36,"C","CA",115000,"OWN",22.76
"4808",8000,9.93,36,"B","TX",60000,"RENT",5.56
"4809",20000,18.06,60,"D","FL",42780,"OWN",21.6
"4810",30000,16.01,36,"C","KS",110000,"MORTGAGE",17.85
"4811",5000,11.99,36,"B","CA",39000,"MORTGAGE",5.23
"4812",5000,9.43,36,"B","FL",49000,"MORTGAGE",11.68
"4813",21000,11.99,36,"B","CT",63000,"RENT",13.11
"4814",2500,5.32,36,"A","IN",35000,"MORTGAGE",1.3
"4815",25000,12.62,60,"C","NC",80000,"OWN",12.77
"4816",3600,15.05,36,"C","FL",75000,"MORTGAGE",25.79
"4817",10000,15.05,36,"C","GA",70000,"RENT",13.65
"4818",6500,10.42,36,"B","FL",60000,"RENT",8.3
"4819",10000,6.72,36,"A","CA",75000,"MORTGAGE",3.06
"4820",8000,7.35,36,"A","WI",42000,"MORTGAGE",2.03
"4821",3500,20.39,36,"D","VT",55000,"RENT",3.93
"4822",32000,6.08,36,"A","CA",60000,"RENT",29.4
"4823",30000,9.93,36,"B","MI",84000,"RENT",15.23
"4824",16000,11.98,36,"B","GA",122000,"MORTGAGE",6.38
"4825",8400,20.39,36,"D","LA",27000,"MORTGAGE",17.56
"4826",6000,13.58,36,"C","WA",51000,"MORTGAGE",22.54
"4827",10000,5.31,36,"A","NV",22114,"RENT",11.07
"4828",10000,16.02,36,"C","KY",53000,"MORTGAGE",19.9
"4829",16000,18.06,60,"D","FL",55000,"MORTGAGE",11.5
"4830",22000,19.03,60,"D","FL",69000,"RENT",22.43
"4831",10000,16.02,60,"C","ID",50000,"OWN",31.35
"4832",10000,9.93,36,"B","FL",75341,"RENT",8.38
"4833",35000,13.59,60,"C","TX",117000,"MORTGAGE",9.97
"4834",23000,15.05,60,"C","WA",27000,"RENT",33.16
"4835",7200,23.87,36,"E","MI",65000,"MORTGAGE",18.78
"4836",14000,9.93,60,"B","TX",88932,"MORTGAGE",17.42
"4837",19525,20,60,"D","FL",67000,"MORTGAGE",30.54
"4838",7800,5.32,36,"A","IL",50000,"RENT",6.51
"4839",28600,26.77,60,"E","MI",36000,"RENT",20.98
"4840",2500,7.34,36,"A","PA",18000,"OWN",19.27
"4841",30000,15.05,36,"C","CA",76000,"RENT",9.54
"4842",10400,10.9,36,"B","WV",50000,"MORTGAGE",14.11
"4843",7000,9.93,36,"B","CA",58000,"RENT",24.75
"4844",7000,7.35,36,"A","VT",121000,"MORTGAGE",29.62
"4845",8000,13.58,36,"C","MD",87500,"MORTGAGE",20.88
"4846",7200,14.07,36,"C","IL",46000,"RENT",9.91
"4847",40000,7.35,36,"A","CA",275000,"MORTGAGE",9.72
"4848",40000,11.99,60,"B","FL",64000,"MORTGAGE",3.04
"4849",34000,12.61,60,"C","FL",70480,"MORTGAGE",37.08
"4850",12000,11.98,36,"B","VA",41000,"MORTGAGE",28.63
"4851",4625,9.92,36,"B","VA",13920,"MORTGAGE",28.83
"4852",10000,10.91,36,"B","NC",57500,"RENT",11.15
"4853",14000,14.07,60,"C","AL",45000,"MORTGAGE",24.24
"4854",1800,7.35,36,"A","MD",55000,"RENT",18.13
"4855",5000,9.92,36,"B","FL",65000,"MORTGAGE",16.89
"4856",1500,13.58,36,"C","VA",41000,"RENT",18.38
"4857",22000,6.71,36,"A","FL",75000,"RENT",10.19
"4858",1625,7.34,36,"A","OH",55000,"MORTGAGE",8.79
"4859",8000,5.32,36,"A","CA",150000,"RENT",3.08
"4860",5000,18.45,36,"D","CA",25000,"MORTGAGE",31.45
"4861",40000,19.42,60,"D","NC",80000,"MORTGAGE",47.34
"4862",30000,10.42,60,"B","MA",83800,"OWN",13.94
"4863",15000,6.71,36,"A","GA",102500,"RENT",3.52
"4864",20000,6.08,36,"A","NY",106000,"RENT",9.97
"4865",13000,9.92,36,"B","NY",110000,"RENT",19.26
"4866",20000,15.05,60,"C","MD",260000,"MORTGAGE",9.08
"4867",8000,25.82,36,"E","CA",55000,"RENT",32.6
"4868",15000,24.84,60,"E","NY",14500,"RENT",8.36
"4869",12700,9.93,36,"B","RI",73500,"OWN",13.38
"4870",36000,7.97,36,"A","FL",95000,"RENT",1.07
"4871",40000,9.44,60,"B","TX",33999,"OWN",1.41
"4872",15500,17.47,60,"D","MA",85000,"MORTGAGE",20.29
"4873",25000,7.34,36,"A","MD",85000,"OWN",11.07
"4874",32000,13.59,36,"C","FL",185000,"RENT",35.67
"4875",35000,18.06,60,"D","CA",793000,"MORTGAGE",2.97
"4876",12000,19.03,60,"D","CA",46500,"MORTGAGE",41.73
"4877",23400,14.08,36,"C","MD",57000,"RENT",15.54
"4878",6000,12.62,36,"C","TX",62000,"OWN",26.81
"4879",3000,14.08,36,"C","CA",70000,"RENT",15.1
"4880",21000,16.02,36,"C","FL",75000,"RENT",19.28
"4881",28800,10.9,36,"B","IN",38000,"MORTGAGE",50.47
"4882",28000,7.35,36,"A","PA",163000,"MORTGAGE",6.46
"4883",12000,6.72,36,"A","MD",46000,"RENT",28.16
"4884",13800,24.85,60,"E","TX",62500,"RENT",30.41
"4885",9000,10.91,36,"B","MO",30000,"RENT",24.08
"4886",4000,18.45,36,"D","MD",63000,"RENT",10.02
"4887",18000,14.08,36,"C","NY",62000,"RENT",23.98
"4888",10000,11.99,36,"B","NJ",75000,"RENT",19.26
"4889",32000,12.62,60,"C","PA",65000,"OWN",27.04
"4890",36000,14.07,60,"C","CA",60000,"RENT",11.84
"4891",10000,7.35,36,"A","MD",65000,"MORTGAGE",13.37
"4892",20000,7.97,36,"A","MD",50000,"RENT",35.84
"4893",12000,5.31,36,"A","CO",50000,"MORTGAGE",12.55
"4894",35000,19.03,60,"D","AL",134666.2,"MORTGAGE",18.21
"4895",25000,14.08,60,"C","NM",115000,"MORTGAGE",18.14
"4896",10000,16.02,36,"C","TX",30000,"RENT",5.48
"4897",25000,13.59,36,"C","OK",70000,"OWN",48.24
"4898",10000,11.98,36,"B","DC",187000,"RENT",34.91
"4899",13000,10.41,36,"B","NY",1e+05,"OWN",7.48
"4900",13000,13.58,36,"C","IL",85000,"RENT",28.7
"4901",15000,9.92,60,"B","FL",67400,"MORTGAGE",13.82
"4902",8550,15.05,36,"C","CT",120000,"RENT",30.79
"4903",20000,11.99,60,"B","ID",65000,"OWN",6.19
"4904",30000,28.72,60,"F","NY",92000,"MORTGAGE",5.86
"4905",25000,11.99,36,"B","VA",80000,"MORTGAGE",20.5
"4906",12500,24.85,60,"E","OR",92000,"MORTGAGE",18.81
"4907",12000,7.35,36,"A","NC",71400,"MORTGAGE",2.33
"4908",3200,15.05,36,"C","OR",18000,"RENT",12.13
